_id,city,state,country,weather_ts,weather_ic,weather_hu,weather_pr,weather_tp,weather_wd,weather_ws,pollution_ts,pollution_aqius,pollution_mainus,pollution_aqicn,pollution_maincn
68487444557f4a50575cf9d3,Aalen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,46,1017,22,273,3.97,2025-06-10T13:00:00.000Z,71,p2,29,p2
68487444557f4a50575cf9d4,Babstadt,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,42,1016,23,251,5.94,2025-06-10T14:00:00.000Z,77,p2,33,p2
68487444557f4a50575cf9d5,Baden-Baden,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,46,1017,23,230,4.12,2025-06-10T13:00:00.000Z,66,p2,24,p2
68487444557f4a50575cf9d6,Biberach,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,44,1017,23,230,4.12,2025-06-10T13:00:00.000Z,102,p2,51,p2
68487444557f4a50575cf9d7,Dauchingen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,47,1019,24,293,4.23,2025-06-10T13:00:00.000Z,83,p2,38,p2
68487444557f4a50575cf9d8,Eggenstein-Leopoldshafen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,45,1016,25,285,1.34,2025-06-10T13:00:00.000Z,62,p2,21,p2
68487444557f4a50575cf9d9,Eppelheim,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,45,1016,25,210,4.12,2025-06-10T14:00:00.000Z,64,p2,23,p2
68487444557f4a50575cf9da,Filderstadt,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,33,1017,24,260,4.63,2025-06-10T13:00:00.000Z,69,p2,28,p1
68487444557f4a50575cf9db,Freiburg,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,40,1017,25,175,3.13,2025-06-10T13:00:00.000Z,73,p2,30,p2
68487444557f4a50575cf9dc,Friedrichshafen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,47,1017,24,250,2.57,2025-06-10T13:00:00.000Z,77,p2,33,p2
68487444557f4a50575cf9dd,Gartringen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,47,1017,24,279,4.96,2025-06-10T13:00:00.000Z,71,p2,29,p2
68487444557f4a50575cf9de,Graben-Neudorf,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,32,1016,26,253,5.76,2025-06-10T12:00:00.000Z,62,p2,21,p2
68487444557f4a50575cf9df,Grenzach-Wyhlen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,41,1017,25,270,3.09,2025-06-10T14:00:00.000Z,88,p2,41,p2
68487444557f4a50575cf9e0,Hausen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,36,1018,25,275,3.99,2025-06-10T14:00:00.000Z,68,p2,26,p2
68487444557f4a50575cf9e1,Heidelberg,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,47,1016,24,220,5.14,2025-06-10T13:00:00.000Z,64,p2,23,p2
68487444557f4a50575cf9e2,Heilbronn,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,42,1017,24,256,5.66,2025-06-10T13:00:00.000Z,68,p2,26,p2
68487444557f4a50575cf9e3,Herbolzheim,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,35,1017,26,201,3.2,2025-06-10T14:00:00.000Z,64,p2,23,p2
68487444557f4a50575cf9e4,Holzgerlingen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,33,1017,24,260,4.63,2025-06-10T13:00:00.000Z,60,p2,20,p2
68487444557f4a50575cf9e5,Karlsruhe,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,52,1017,24,294,1.34,2025-06-10T14:00:00.000Z,65,p2,26,p1
68487444557f4a50575cf9e6,Kehl,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,41,1017,26,220,3.6,2025-06-10T14:00:00.000Z,77,p2,33,p2
68487444557f4a50575cf9e7,Konstanz,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,44,1017,25,262,4.75,2025-06-10T13:00:00.000Z,79,p2,34,p2
68487444557f4a50575cf9e8,Ladenburg,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,45,1016,25,210,4.12,2025-06-10T14:00:00.000Z,76,p2,32,p2
68487444557f4a50575cf9e9,Ludwigsburg,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,51,1017,24,266,0.45,2025-06-10T13:00:00.000Z,68,p2,26,p2
68487444557f4a50575cf9ea,Mahlberg,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,32,1017,25,210,4.12,2025-06-10T14:00:00.000Z,73,p2,30,p2
68487444557f4a50575cf9eb,Mannheim,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,46,1016,24,220,5.14,2025-06-10T13:00:00.000Z,69,p2,27,p2
68487444557f4a50575cf9ec,Munstertal/Schwarzwald,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,40,1018,25,245,2.68,2025-06-10T13:00:00.000Z,107,p2,54,p2
68487444557f4a50575cf9ed,Mutlangen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,56,1017,22,283,4.04,2025-06-10T13:00:00.000Z,68,p2,26,p2
68487444557f4a50575cf9ee,Neuenburg,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,43,1018,25,258,2.24,2025-06-10T13:00:00.000Z,71,p2,29,p2
68487444557f4a50575cf9ef,Oberried,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,38,1018,20,171,2.24,2025-06-10T13:00:00.000Z,104,p2,52,p2
68487444557f4a50575cf9f0,Oberrot,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,51,1017,23,280,4.12,2025-06-10T14:00:00.000Z,73,p2,30,p2
68487444557f4a50575cf9f1,Ofterdingen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,32,1019,25,274,4.59,2025-06-10T14:00:00.000Z,76,p2,32,p2
68487444557f4a50575cf9f2,Orsingen-Nenzingen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,47,1018,25,259,4.61,2025-06-10T14:00:00.000Z,153,p2,79,p2
68487444557f4a50575cf9f3,Pforzheim,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,48,1017,23,270,5.07,2025-06-10T14:00:00.000Z,68,p2,26,p2
68487444557f4a50575cf9f4,Reutlingen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,47,1017,24,271,4.73,2025-06-10T14:00:00.000Z,85,p2,39,p2
68487444557f4a50575cf9f5,Schwabisch Hall,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,50,1017,22,280,4.12,2025-06-10T14:00:00.000Z,71,p2,29,p2
68487444557f4a50575cf9f6,Schwabische Alb,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,46,1018,22,296,5.17,2025-06-10T14:00:00.000Z,96,p2,47,p2
68487444557f4a50575cf9f7,Sindelfingen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,33,1017,24,260,4.63,2025-06-10T14:00:00.000Z,94,p2,46,p2
68487444557f4a50575cf9f8,Singen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,40,1017,25,254,5.06,2025-06-10T14:00:00.000Z,127,p2,64,p2
68487444557f4a50575cf9f9,Sontheim an der Brenz,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,48,1017,21,300,4.16,2025-06-10T14:00:00.000Z,96,p2,47,p2
68487444557f4a50575cf9fa,Stuttgart,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,45,1017,25,230,3.09,2025-06-10T14:00:00.000Z,70,p2,28,p2
68487444557f4a50575cf9fb,Tauberbischofsheim,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,50,1016,23,351,0.45,2025-06-10T14:00:00.000Z,66,p2,26,p1
68487444557f4a50575cf9fc,Tubingen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,49,1017,25,270,4.57,2025-06-10T14:00:00.000Z,83,p2,38,p2
68487444557f4a50575cf9fd,Uberlingen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,36,1017,25,257,4.59,2025-06-10T13:00:00.000Z,85,p2,39,p2
68487444557f4a50575cf9fe,Ulm,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,46,1017,24,291,4.15,2025-06-10T14:00:00.000Z,97,p2,49,p2
68487444557f4a50575cf9ff,Villingen-Schwenningen,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,46,1020,23,286,4.33,2025-06-10T14:00:00.000Z,119,p2,60,p2
68487444557f4a50575cfa00,Wangen im Allgau,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,35,1018,24,264,3.94,2025-06-10T14:00:00.000Z,167,p2,104,p2
68487444557f4a50575cfa01,Weil am Rhein,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,38,1018,25,270,3.09,2025-06-10T14:00:00.000Z,69,p2,27,p2
68487444557f4a50575cfa02,Weinheim,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,01d,46,1016,24,294,5.36,2025-06-10T14:00:00.000Z,71,p2,29,p2
68487444557f4a50575cfa03,Wiesloch,Baden-Wuerttemberg,Germany,2025-06-10T14:00:00.000Z,04d,50,1016,24,260,5.85,2025-06-10T14:00:00.000Z,62,p2,21,p2
68487444557f4a50575cfa04,Alling,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,35,1017,24,250,6.17,2025-06-10T13:00:00.000Z,87,p2,41,p2
68487444557f4a50575cfa05,Ansbach,Bavaria,Germany,2025-06-10T14:00:00.000Z,03d,46,1017,21,240,4.63,2025-06-10T14:00:00.000Z,60,p2,24,p1
68487444557f4a50575cfa06,Augsburg,Bavaria,Germany,2025-06-10T14:00:00.000Z,01d,38,1017,23,240,4.63,2025-06-10T14:00:00.000Z,79,p2,48,p1
68487444557f4a50575cfa07,Bad Aibling,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,42,1017,26,324,4.07,2025-06-10T14:00:00.000Z,158,p2,89,p2
68487444557f4a50575cfa08,Bad Hindelang,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,38,1016,24,288,0.89,2025-06-10T14:00:00.000Z,79,p2,40,p1
68487444557f4a50575cfa09,Bamberg,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,70,1015,20,235,5.22,2025-06-10T14:00:00.000Z,56,p2,19,p1
68487444557f4a50575cfa0a,Bayreuth,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,68,1015,20,263,0.89,2025-06-10T14:00:00.000Z,62,p2,21,p2
68487444557f4a50575cfa0b,Bogenhausen,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,37,1016,25,224,1.79,2025-06-10T13:00:00.000Z,112,p2,56,p2
68487444557f4a50575cfa0c,Burghausen,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,76,1016,25,307,4.17,2025-06-10T14:00:00.000Z,82,p2,45,p1
68487444557f4a50575cfa0d,Dingolfing,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,52,1017,23,272,5.03,2025-06-10T13:00:00.000Z,75,p2,32,p2
68487444557f4a50575cfa0e,Egmating,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,38,1016,24,281,4.02,2025-06-10T13:00:00.000Z,111,p2,56,p2
68487444557f4a50575cfa0f,Emmering,Bavaria,Germany,2025-06-10T14:00:00.000Z,01d,36,1017,24,250,6.17,2025-06-10T13:00:00.000Z,107,p2,54,p2
68487444557f4a50575cfa10,Furth,Bavaria,Germany,2025-06-10T14:00:00.000Z,01d,51,1016,21,270,5.66,2025-06-10T14:00:00.000Z,58,p2,19,p2
68487444557f4a50575cfa11,Grunwald,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,35,1017,25,239,1.34,2025-06-10T14:00:00.000Z,183,p2,133,p2
68487444557f4a50575cfa12,Heroldsbach,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,53,1016,21,254,5.08,2025-06-10T13:00:00.000Z,65,p2,23,p2
68487444557f4a50575cfa13,Hof,Bavaria,Germany,2025-06-10T14:00:00.000Z,02d,61,1015,16,220,5.66,2025-06-10T14:00:00.000Z,63,p2,32,o3
68487444557f4a50575cfa14,Hohenkirchen-Siegertsbrunn,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,37,1017,25,233,4.47,2025-06-10T14:00:00.000Z,161,p2,94,p2
68487444557f4a50575cfa15,Holzkirchen,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,35,1017,24,306,5.25,2025-06-10T14:00:00.000Z,129,p2,65,p2
68487444557f4a50575cfa16,Ingolstadt,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,43,1016,23,250,3.6,2025-06-10T14:00:00.000Z,71,p2,38,p1
68487444557f4a50575cfa17,Ismaning,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,38,1016,25,230,4.02,2025-06-10T14:00:00.000Z,146,p2,74,p2
68487444557f4a50575cfa18,Kochel,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,46,1017,26,319,3.74,2025-06-10T13:00:00.000Z,69,p2,27,p2
68487444557f4a50575cfa19,Kulmbach,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,74,1015,19,268,0.89,2025-06-10T14:00:00.000Z,62,p2,22,p1
68487444557f4a50575cfa1a,Landshut,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,45,1016,24,293,1.79,2025-06-10T14:00:00.000Z,68,p2,33,p1
68487444557f4a50575cfa1b,Mainleus,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,62,1015,19,236,5.5,2025-06-10T13:00:00.000Z,65,p2,24,p2
68487444557f4a50575cfa1c,Memmingen,Bavaria,Germany,2025-06-10T14:00:00.000Z,01d,38,1017,24,240,5.66,2025-06-10T13:00:00.000Z,116,p2,58,p2
68487444557f4a50575cfa1d,Mittelstetten,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,39,1017,24,240,4.12,2025-06-10T13:00:00.000Z,89,p2,42,p2
68487444557f4a50575cfa1e,Munich,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,37,1016,25,224,1.79,2025-06-10T14:00:00.000Z,151,p2,76,p2
68487444557f4a50575cfa1f,Nennslingen,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,41,1017,22,274,4.51,2025-06-10T14:00:00.000Z,86,p2,40,p2
68487444557f4a50575cfa20,Neu-Ulm,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,46,1017,24,290,4.05,2025-06-10T14:00:00.000Z,78,p2,34,p2
68487444557f4a50575cfa21,Neuburg an der Donau,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,49,1017,24,272,4.87,2025-06-10T14:00:00.000Z,97,p2,49,p2
68487444557f4a50575cfa22,Niederwerrn,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,57,1015,20,251,6.28,2025-06-10T14:00:00.000Z,53,p2,33,o3
68487444557f4a50575cfa23,Nuremberg,Bavaria,Germany,2025-06-10T14:00:00.000Z,01d,50,1016,22,270,5.66,2025-06-10T14:00:00.000Z,66,p2,34,o3
68487444557f4a50575cfa24,Oberasbach,Bavaria,Germany,2025-06-10T14:00:00.000Z,01d,52,1016,21,250,6.17,2025-06-10T13:00:00.000Z,67,p2,25,p2
68487444557f4a50575cfa25,Oberaudorf,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,47,1017,24,6,1.66,2025-06-10T14:00:00.000Z,81,p2,46,p1
68487444557f4a50575cfa26,Ottobrunn,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,37,1016,25,233,4.47,2025-06-10T13:00:00.000Z,63,p2,23,p2
68487444557f4a50575cfa27,Pasing,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,35,1017,25,250,6.17,2025-06-10T13:00:00.000Z,97,p2,48,p2
68487444557f4a50575cfa28,Passau,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,65,1016,23,222,0.45,2025-06-10T14:00:00.000Z,82,p2,49,p1
68487444557f4a50575cfa29,Peissenberg,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,31,1017,24,300,7.72,2025-06-10T14:00:00.000Z,171,p2,111,p2
68487444557f4a50575cfa2a,Rosstal,Bavaria,Germany,2025-06-10T14:00:00.000Z,01d,53,1016,21,250,6.17,2025-06-10T14:00:00.000Z,99,p2,50,p2
68487444557f4a50575cfa2b,Rottach-Egern,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,41,1017,21,310,3.33,2025-06-10T14:00:00.000Z,121,p2,61,p2
68487444557f4a50575cfa2c,Schonstett,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,44,1017,26,328,4.19,2025-06-10T14:00:00.000Z,132,p2,66,p2
68487444557f4a50575cfa2d,Schwabach,Bavaria,Germany,2025-06-10T14:00:00.000Z,01d,49,1016,21,250,6.17,2025-06-10T14:00:00.000Z,60,p2,35,o3
68487444557f4a50575cfa2e,Schwangau,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,36,1017,23,324,3.76,2025-06-10T14:00:00.000Z,153,p2,79,p2
68487444557f4a50575cfa2f,Schweinfurt,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,58,1015,19,245,5.95,2025-06-10T14:00:00.000Z,50,p2,15,p1
68487444557f4a50575cfa30,Senden,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,47,1017,24,282,3.58,2025-06-10T14:00:00.000Z,151,p2,76,p2
68487444557f4a50575cfa31,Stadtbergen,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,42,1017,24,275,4.41,2025-06-10T13:00:00.000Z,87,p2,40,p2
68487444557f4a50575cfa32,Steingaden,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,31,1017,23,300,7.72,2025-06-10T14:00:00.000Z,157,p2,86,p2
68487444557f4a50575cfa33,Sulzbach-Rosenberg,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,58,1016,21,277,4.74,2025-06-10T14:00:00.000Z,58,p2,37,o3
68487444557f4a50575cfa34,Tiefenbach,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,49,1016,21,266,5.01,2025-06-10T14:00:00.000Z,62,p2,35,o3
68487444557f4a50575cfa35,Trostberg,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,38,1017,26,212,1.34,2025-06-10T14:00:00.000Z,86,p2,48,p1
68487444557f4a50575cfa36,Wartenberg,Bavaria,Germany,2025-06-10T14:00:00.000Z,01d,44,1017,24,260,4.63,2025-06-10T14:00:00.000Z,163,p2,96,p2
68487444557f4a50575cfa37,Weissenburg in Bayern,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,48,1017,23,277,4.1,2025-06-10T14:00:00.000Z,84,p2,39,p2
68487444557f4a50575cfa38,Wenzenbach,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,50,1016,23,287,1.79,2025-06-10T14:00:00.000Z,84,p2,39,p2
68487444557f4a50575cfa39,Wurzburg,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,57,1016,22,243,5.87,2025-06-10T14:00:00.000Z,65,p2,35,o3
68487444557f4a50575cfa3a,Zell am Main,Bavaria,Germany,2025-06-10T14:00:00.000Z,04d,51,1015,23,251,5.95,2025-06-10T14:00:00.000Z,82,p2,37,p2
68487444557f4a50575cfa3b,Berlin,Berlin,Germany,2025-06-10T14:00:00.000Z,10d,81,1012,16,170,0.45,2025-06-10T14:00:00.000Z,69,p2,26,p2
68487444557f4a50575cfa3c,Mitte,Berlin,Germany,2025-06-10T14:00:00.000Z,09d,77,1012,17,257,7.15,2025-06-10T13:00:00.000Z,69,p2,43,p1
68487444557f4a50575cfa3d,Neukoelln,Berlin,Germany,2025-06-10T14:00:00.000Z,09d,77,1012,17,257,7.15,2025-06-10T14:00:00.000Z,65,p2,27,p1
68487444557f4a50575cfa3e,Alt Zauche-Wusswerk,Brandenburg,Germany,2025-06-10T14:00:00.000Z,10d,64,1013,20,233,6.43,2025-06-10T14:00:00.000Z,62,p2,31,o3
